"host_identity_verified","neighbourhood_group","neighbourhood","lat","long","country","country_code","instant_bookable","cancellation_policy","room_type","Construction_year","price","service_fee","minimum_nights","number_of_reviews","last_review","reviews_per_month","review_rate_number","calculated_host_listings_count","availability_365"
"verified","Brooklyn","East New York",40.67404,-73.88276,"United States","US",TRUE,"strict","Entire home/apt",2005,195,39,1,98,"6/25/2019",3.4,3,1,23
"unconfirmed","Manhattan","Upper East Side",40.76851,-73.95506,"United States","US",FALSE,"moderate","Entire home/apt",2021,764,153,1,6,"5/2/2019",0.21,1,1,7
"verified","Brooklyn","Crown Heights",40.66881,-73.95743,"United States","US",TRUE,"strict","Entire home/apt",2019,624,125,50,8,"1/2/2018",0.33,3,1,0
"verified","Manhattan","Harlem",40.81288,-73.94155,"United States","US",TRUE,"strict","Private room",2015,981,196,1,11,"8/11/2017",0.4,5,1,0
"unconfirmed","Brooklyn","Greenpoint",40.72317,-73.94856,"United States","US",TRUE,"strict","Private room",2004,486,97,2,0,NA,NA,5,1,0
"unconfirmed","Manhattan","Morningside Heights",40.80387,-73.96367,"United States","US",TRUE,"strict","Entire home/apt",2009,938,188,5,2,"3/14/2017",0.07,3,2,0
"verified","Brooklyn","Bushwick",40.69718,-73.92157,"United States","US",TRUE,"moderate","Private room",2021,590,118,2,72,"6/29/2019",2.54,4,1,51
"unconfirmed","Brooklyn","Crown Heights",40.6752,-73.93215,"United States","US",TRUE,"strict","Private room",2018,522,104,1,213,"6/30/2019",7.71,4,2,52
"unconfirmed","Manhattan","Hell's Kitchen",40.76407,-73.99203,"United States","US",FALSE,"flexible","Entire home/apt",2010,57,11,2,0,NA,NA,2,1,0
"verified","Manhattan","Midtown",40.75802,-73.96125,"United States","US",TRUE,"strict","Entire home/apt",2016,440,88,90,0,NA,NA,5,49,364
"unconfirmed","Staten Island","St. George",40.64508,-74.08126,"United States","US",TRUE,"moderate","Entire home/apt",2006,1025,205,2,59,"6/25/2019",2.21,2,1,135
"unconfirmed","Manhattan","Harlem",40.81922,-73.95672,"United States","US",TRUE,"moderate","Entire home/apt",2010,995,199,5,14,"4/30/2018",0.49,2,1,89
"unconfirmed","Manhattan","Washington Heights",40.85076,-73.94047,"United States","US",FALSE,"moderate","Private room",2016,56,11,1,0,NA,NA,1,1,0
"verified","Queens","Woodside",40.74705,-73.90792,"United States","US",FALSE,"strict","Entire home/apt",2006,200,40,4,31,"7/4/2019",1.21,3,2,283
"unconfirmed","Brooklyn","Bensonhurst",40.60877,-73.97382,"United States","US",TRUE,"moderate","Private room",2003,474,95,1,19,"6/8/2019",0.7,4,6,360
"unconfirmed","Manhattan","Harlem",40.80754,-73.95151,"United States","US",TRUE,"strict","Private room",2003,192,38,2,68,"6/26/2019",2.35,1,4,1
"verified","Brooklyn","Sheepshead Bay",40.6027,-73.9486,"United States","US",FALSE,"strict","Entire home/apt",2021,419,84,2,101,"7/6/2019",3.53,3,1,211
"unconfirmed","Queens","Springfield Gardens",40.66812,-73.76303,"United States","US",FALSE,"moderate","Entire home/apt",2009,80,16,1,240,"7/7/2019",9.66,4,2,253
"unconfirmed","Manhattan","West Village",40.73115,-74.00429,"United States","US",FALSE,"moderate","Entire home/apt",2016,1127,225,1,5,"5/11/2017",0.18,1,1,0
"verified","Brooklyn","Crown Heights",40.67013,-73.94397,"United States","US",FALSE,"moderate","Entire home/apt",2005,1197,239,2,23,"7/4/2019",0.83,1,3,182
"unconfirmed","Brooklyn","Crown Heights",40.66977,-73.94341,"United States","US",TRUE,"flexible","Entire home/apt",2011,633,127,2,31,"6/26/2019",1.15,3,3,175
"verified","Brooklyn","Crown Heights",40.67083,-73.94808,"United States","US",TRUE,"moderate","Entire home/apt",2010,426,85,2,18,"11/20/2017",0.64,5,1,0
"unconfirmed","Queens","Forest Hills",40.72737,-73.85156,"United States","US",TRUE,"moderate","Entire home/apt",2004,933,187,27,0,NA,NA,1,1,0
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68318,-73.91682,"United States","US",FALSE,"flexible","Entire home/apt",2004,476,95,3,35,"7/30/2018",1.22,3,1,0
"verified","Brooklyn","Greenpoint",40.73643,-73.95495,"United States","US",FALSE,"flexible","Private room",2011,645,129,2,78,"6/7/2019",2.68,4,3,14
"unconfirmed","Manhattan","Hell's Kitchen",40.76269,-73.99139,"United States","US",TRUE,"moderate","Entire home/apt",2006,976,195,7,20,"3/27/2019",0.71,1,1,23
"verified","Manhattan","Midtown",40.75598,-73.97034,"United States","US",TRUE,"flexible","Entire home/apt",2010,200,40,2,64,"6/16/2019",2.36,1,1,131
"unconfirmed","Brooklyn","Greenpoint",40.72385,-73.9458,"United States","US",TRUE,"moderate","Entire home/apt",2008,981,196,2,91,"6/27/2019",3.35,3,2,101
"unconfirmed","Brooklyn","Brooklyn Heights",40.69343,-73.99611,"United States","US",TRUE,"moderate","Entire home/apt",2021,273,55,4,3,"6/15/2019",0.2,2,1,4
"unconfirmed","Brooklyn","Greenpoint",40.72699,-73.9581,"United States","US",FALSE,"strict","Entire home/apt",2015,87,17,2,16,"5/5/2019",0.57,1,1,302
"unconfirmed","Manhattan","Midtown",40.76579,-73.97701,"United States","US",FALSE,"strict","Entire home/apt",2015,152,30,5,3,"7/18/2017",0.12,2,1,115
"unconfirmed","Manhattan","Lower East Side",40.71306,-73.98715,"United States","US",TRUE,"flexible","Entire home/apt",2012,242,48,1,67,"6/23/2019",2.46,5,1,185
"unconfirmed","Manhattan","Washington Heights",40.85369,-73.93237,"United States","US",FALSE,"flexible","Private room",2013,69,14,7,1,"1/6/2018",0.05,2,3,0
"unconfirmed","Brooklyn","Boerum Hill",40.68749,-73.98701,"United States","US",TRUE,"flexible","Entire home/apt",2016,1150,230,2,0,NA,NA,4,1,0
"verified","Queens","Fresh Meadows",40.74624,-73.78327,"United States","US",TRUE,"flexible","Private room",2017,447,89,1,62,"7/5/2019",4.26,4,3,65
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68859,-73.94998,"United States","US",TRUE,"strict","Entire home/apt",2019,1128,226,5,16,"5/28/2019",0.58,1,1,15
"unconfirmed","Manhattan","Hell's Kitchen",40.76642,-73.99423,"United States","US",FALSE,"moderate","Private room",2018,127,25,6,0,NA,NA,5,1,51
"verified","Manhattan","East Village",40.72645,-73.98591,"United States","US",TRUE,"moderate","Entire home/apt",2021,1098,220,90,28,"4/30/2019",1.03,5,1,0
"verified","Manhattan","Washington Heights",40.83705,-73.94083,"United States","US",FALSE,"strict","Private room",2013,475,95,1,3,"7/1/2018",0.21,5,1,341
"unconfirmed","Brooklyn","Bushwick",40.69554,-73.92458,"United States","US",TRUE,"flexible","Private room",2018,611,122,3,179,"7/3/2019",6.17,2,3,191
"verified","Manhattan","Hell's Kitchen",40.76076,-73.99266,"United States","US",TRUE,"moderate","Private room",2008,408,82,1,7,"6/23/2019",0.24,4,1,45
"verified","Manhattan","Chelsea",40.73958,-73.9975,"United States","US",FALSE,"moderate","Entire home/apt",2010,406,81,2,1,"6/25/2017",0.04,3,1,0
"unconfirmed","Brooklyn","Flatbush",40.64774,-73.96517,"United States","US",TRUE,"strict","Private room",2004,506,101,2,12,"10/3/2017",0.44,2,1,294
"verified","Brooklyn","Williamsburg",40.7179,-73.95702,"United States","US",FALSE,"strict","Private room",2004,413,83,21,1,"2/21/2017",0.03,5,1,0
"unconfirmed","Brooklyn","DUMBO",40.70206,-73.98804,"United States","US",FALSE,"strict","Entire home/apt",2018,725,145,1,0,NA,NA,3,1,0
"verified","Brooklyn","Greenpoint",40.72938,-73.95675,"United States","US",TRUE,"flexible","Entire home/apt",2015,1040,208,2,15,"6/21/2019",0.54,1,1,4
"verified","Brooklyn","Williamsburg",40.70245,-73.9427,"United States","US",TRUE,"moderate","Private room",2015,272,54,15,47,"4/9/2019",1.86,2,1,8
"verified","Manhattan","West Village",40.73381,-74.00365,"United States","US",FALSE,"strict","Private room",2016,317,63,3,87,"6/20/2019",3.09,5,2,39
"verified","Brooklyn","Williamsburg",40.71186,-73.95402,"United States","US",TRUE,"moderate","Entire home/apt",2014,607,121,2,24,"7/6/2019",1.43,5,1,14
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68957,-73.9457,"United States","US",FALSE,"flexible","Private room",2004,621,124,1,0,NA,NA,2,1,0
"verified","Manhattan","Upper East Side",40.76875,-73.95965,"United States","US",FALSE,"strict","Private room",2012,764,153,2,2,"6/11/2017",0.07,5,1,0
"unconfirmed","Manhattan","Upper West Side",40.80238,-73.96503,"United States","US",FALSE,"flexible","Private room",2006,211,42,2,16,"7/26/2018",0.56,4,1,0
"unconfirmed","Brooklyn","Crown Heights",40.67756,-73.95427,"United States","US",TRUE,"moderate","Private room",2013,678,136,4,34,"6/20/2019",1.23,5,1,18
"verified","Queens","Astoria",40.76752,-73.9314,"United States","US",FALSE,"moderate","Entire home/apt",2022,1036,207,7,12,"5/31/2019",0.42,4,1,3
"unconfirmed","Brooklyn","Clinton Hill",40.69616,-73.96198,"United States","US",TRUE,"strict","Private room",2014,1188,238,30,4,"5/28/2018",0.14,1,11,311
"unconfirmed","Brooklyn","Clinton Hill",40.69521,-73.96199,"United States","US",FALSE,"strict","Private room",2009,449,90,30,6,"2/28/2019",0.22,2,11,231
"unconfirmed","Brooklyn","Bushwick",40.69652,-73.92351,"United States","US",TRUE,"flexible","Private room",2003,244,49,3,174,"6/25/2019",6.03,4,3,202
"verified","Brooklyn","Flatbush",40.65258,-73.9624,"United States","US",TRUE,"flexible","Entire home/apt",2014,1100,220,1,0,NA,NA,2,1,0
"unconfirmed","Brooklyn","Bushwick",40.70108,-73.9289,"United States","US",TRUE,"strict","Private room",2013,920,184,14,1,"2/25/2017",0.03,3,1,0
"verified","Brooklyn","Cobble Hill",40.68766,-73.99125,"United States","US",FALSE,"flexible","Entire home/apt",2008,543,109,4,8,"6/3/2019",0.29,4,1,1
"unconfirmed","Manhattan","East Harlem",40.79536,-73.94197,"United States","US",TRUE,"moderate","Private room",2007,787,157,30,0,NA,NA,3,8,341
"unconfirmed","Manhattan","Washington Heights",40.85131,-73.93235,"United States","US",TRUE,"strict","Private room",2007,297,59,30,0,NA,NA,1,8,358
"unconfirmed","Brooklyn","Carroll Gardens",40.68328,-73.99846,"United States","US",FALSE,"strict","Entire home/apt",2016,438,88,4,0,NA,NA,3,1,0
"verified","Manhattan","Kips Bay",40.74511,-73.9778,"United States","US",TRUE,"flexible","Entire home/apt",2021,839,168,3,72,"6/21/2019",2.55,3,1,249
"verified","Manhattan","East Village",40.7261,-73.98421,"United States","US",FALSE,"moderate","Entire home/apt",2006,1018,204,2,4,"4/10/2017",0.14,1,2,0
"unconfirmed","Brooklyn","Bath Beach",40.60382,-74.01083,"United States","US",TRUE,"moderate","Private room",2010,343,69,4,17,"6/7/2019",0.65,1,2,17
"unconfirmed","Manhattan","Harlem",40.81961,-73.94583,"United States","US",FALSE,"moderate","Entire home/apt",2012,268,54,2,145,"6/23/2019",5,2,2,127
"unconfirmed","Queens","Fresh Meadows",40.74227,-73.78707,"United States","US",FALSE,"strict","Entire home/apt",2008,130,26,1,26,"7/8/2019",0.9,1,3,358
"verified","Brooklyn","Williamsburg",40.71018,-73.94858,"United States","US",TRUE,"moderate","Private room",2005,100,20,1,55,"6/30/2019",2.01,5,1,345
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68336,-73.95421,"United States","US",FALSE,"strict","Entire home/apt",2019,793,159,1,27,"7/6/2019",0.98,1,1,39
"unconfirmed","Manhattan","East Village",40.72713,-73.98159,"United States","US",FALSE,"flexible","Entire home/apt",2005,566,113,2,35,"6/16/2019",1.22,5,1,0
"unconfirmed","Manhattan","Hell's Kitchen",40.76189,-73.99751,"United States","US",TRUE,"flexible","Private room",2009,114,23,10,2,"6/16/2017",0.08,4,1,0
"unconfirmed","Queens","Astoria",40.76326,-73.91673,"United States","US",FALSE,"moderate","Private room",2012,1081,216,4,0,NA,NA,2,1,0
"verified","Manhattan","West Village",40.73023,-74.00294,"United States","US",TRUE,"moderate","Entire home/apt",2007,59,12,3,28,"6/17/2019",1.03,3,1,51
"verified","Manhattan","East Village",40.73241,-73.98878,"United States","US",TRUE,"flexible","Private room",2012,672,134,6,1,"11/12/2017",0.05,1,1,0
"unconfirmed","Brooklyn","Williamsburg",40.71372,-73.96326,"United States","US",FALSE,"strict","Entire home/apt",2008,530,106,1,63,"6/27/2019",2.29,5,1,270
"verified","Brooklyn","Kensington",40.64769,-73.97435,"United States","US",TRUE,"strict","Private room",2020,632,126,1,122,"6/27/2019",4.21,5,3,222
"verified","Manhattan","Harlem",40.82316,-73.95343,"United States","US",FALSE,"strict","Private room",2017,330,66,30,1,"4/26/2018",0.07,3,2,133
"verified","Queens","Sunnyside",40.74603,-73.91412,"United States","US",TRUE,"moderate","Private room",2012,206,41,1,72,"6/24/2019",2.98,5,2,129
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68469,-73.947,"United States","US",TRUE,"flexible","Entire home/apt",2003,396,79,3,116,"6/21/2019",4.03,4,1,216
"unconfirmed","Manhattan","Washington Heights",40.84114,-73.93639,"United States","US",TRUE,"flexible","Private room",2021,1061,212,5,33,"7/2/2019",1.17,4,3,1
"unconfirmed","Manhattan","Chelsea",40.74462,-74.00139,"United States","US",TRUE,"flexible","Private room",2018,793,159,5,77,"7/7/2019",2.73,3,2,79
"verified","Brooklyn","Crown Heights",40.67656,-73.93705,"United States","US",FALSE,"flexible","Entire home/apt",2012,1112,222,2,106,"6/16/2019",3.72,2,1,28
"unconfirmed","Manhattan","Washington Heights",40.84099,-73.93694,"United States","US",TRUE,"moderate","Private room",2008,276,55,5,41,"6/21/2019",1.45,5,3,228
"unconfirmed","Queens","Astoria",40.75651,-73.91485,"United States","US",FALSE,"moderate","Entire home/apt",2020,56,11,2,70,"7/1/2019",2.64,3,1,175
"verified","Manhattan","Washington Heights",40.84417,-73.94063,"United States","US",FALSE,"flexible","Entire home/apt",2014,440,88,1,4,"1/7/2018",0.14,5,1,0
"unconfirmed","Brooklyn","Williamsburg",40.70552,-73.93,"United States","US",TRUE,"moderate","Entire home/apt",2016,1164,233,4,0,NA,NA,3,1,0
"verified","Queens","Douglaston",40.76978,-73.73915,"United States","US",FALSE,"strict","Entire home/apt",2016,592,118,1,49,"6/30/2019",1.7,1,1,247
"verified","Manhattan","Chelsea",40.7456,-74.00107,"United States","US",TRUE,"moderate","Private room",2009,324,65,5,66,"7/1/2019",2.37,2,2,99
"unconfirmed","Brooklyn","Williamsburg",40.70744,-73.95417,"United States","US",FALSE,"flexible","Entire home/apt",2020,688,138,6,10,"1/3/2019",0.36,4,1,239
"unconfirmed","Brooklyn","Prospect Heights",40.67305,-73.96824,"United States","US",TRUE,"moderate","Entire home/apt",2019,891,178,5,1,"8/22/2017",0.04,4,2,0
"unconfirmed","Manhattan","Roosevelt Island",40.76253,-73.95001,"United States","US",TRUE,"flexible","Entire home/apt",2003,683,137,2,9,"8/27/2017",0.32,2,1,0
"verified","Brooklyn","Greenpoint",40.7355,-73.95677,"United States","US",TRUE,"strict","Private room",2010,114,23,28,3,"5/27/2017",0.11,1,1,0
"verified","Manhattan","Morningside Heights",40.80391,-73.96576,"United States","US",TRUE,"moderate","Entire home/apt",2006,1180,236,5,0,NA,NA,1,2,0
"verified","Queens","Ozone Park",40.68572,-73.8493,"United States","US",FALSE,"moderate","Entire home/apt",2007,862,172,4,0,NA,NA,4,1,0
"unconfirmed","Manhattan","Kips Bay",40.7443,-73.97925,"United States","US",FALSE,"moderate","Entire home/apt",2019,724,145,5,69,"6/26/2019",2.44,3,1,163
"unconfirmed","Manhattan","East Village",40.72117,-73.98215,"United States","US",FALSE,"moderate","Entire home/apt",2017,888,178,3,31,"1/13/2019",1.08,2,1,136
"verified","Manhattan","Harlem",40.80113,-73.95287,"United States","US",TRUE,"strict","Private room",2008,817,163,4,35,"12/9/2017",1.24,5,1,0
"unconfirmed","Manhattan","Chelsea",40.7435,-74.00119,"United States","US",TRUE,"moderate","Private room",2022,417,83,2,128,"6/17/2019",4.52,5,1,252
"unconfirmed","Brooklyn","Williamsburg",40.70616,-73.92918,"United States","US",TRUE,"flexible","Private room",2009,672,134,2,58,"2/11/2019",2.02,5,2,0
"unconfirmed","Bronx","Highbridge",40.83173,-73.92824,"United States","US",FALSE,"moderate","Private room",2017,1046,209,1,127,"6/30/2019",4.45,1,1,134
"unconfirmed","Queens","Far Rockaway",40.59745,-73.76032,"United States","US",TRUE,"strict","Private room",2005,782,156,1,61,"6/6/2019",2.12,5,2,124
"unconfirmed","Manhattan","Chelsea",40.74819,-73.9954,"United States","US",FALSE,"moderate","Private room",2020,346,69,1,147,"6/23/2019",5.08,2,5,292
"verified","Queens","Far Rockaway",40.59692,-73.7602,"United States","US",FALSE,"flexible","Private room",2015,361,72,1,42,"5/30/2019",1.52,4,2,124
"verified","Brooklyn","Crown Heights",40.67919,-73.95918,"United States","US",TRUE,"strict","Private room",2004,833,167,2,12,"6/28/2019",0.47,5,1,120
"verified","Manhattan","Washington Heights",40.83712,-73.94664,"United States","US",TRUE,"moderate","Private room",2014,580,116,2,2,"12/27/2017",0.1,3,1,0
"verified","Brooklyn","Park Slope",40.67005,-73.97981,"United States","US",TRUE,"flexible","Entire home/apt",2014,351,70,3,125,"6/25/2019",4.51,1,2,61
"verified","Brooklyn","Williamsburg",40.71304,-73.96497,"United States","US",FALSE,"strict","Private room",2013,481,96,3,5,"10/8/2017",0.18,5,1,0
"verified","Brooklyn","Bedford-Stuyvesant",40.68469,-73.9375,"United States","US",FALSE,"flexible","Private room",2010,303,61,5,69,"6/13/2019",2.4,3,1,104
"verified","Manhattan","Hell's Kitchen",40.7621,-73.99354,"United States","US",FALSE,"flexible","Entire home/apt",2015,884,177,3,84,"6/16/2019",2.92,2,2,74
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68146,-73.94757,"United States","US",TRUE,"strict","Entire home/apt",2021,764,153,2,3,"3/1/2017",0.1,4,1,0
"verified","Brooklyn","Park Slope",40.67135,-73.97759,"United States","US",FALSE,"moderate","Entire home/apt",2007,82,16,1,0,NA,NA,5,1,0
"unconfirmed","Brooklyn","Williamsburg",40.71059,-73.96002,"United States","US",FALSE,"moderate","Private room",2007,755,151,3,46,"6/24/2019",1.62,3,2,141
"verified","Manhattan","Lower East Side",40.72056,-73.98539,"United States","US",FALSE,"strict","Entire home/apt",2006,699,140,2,2,"9/22/2017",0.09,5,1,180
"unconfirmed","Manhattan","Upper East Side",40.77279,-73.94696,"United States","US",FALSE,"flexible","Entire home/apt",2020,967,193,4,2,"9/18/2017",0.08,5,1,0
"unconfirmed","Queens","Briarwood",40.71512,-73.81928,"United States","US",TRUE,"flexible","Entire home/apt",2014,1189,238,4,6,"6/1/2019",0.29,5,2,353
"verified","Manhattan","West Village",40.73444,-74.00129,"United States","US",FALSE,"moderate","Entire home/apt",2015,338,68,2,93,"6/23/2019",3.38,2,1,251
"unconfirmed","Queens","Ditmars Steinway",40.77367,-73.91517,"United States","US",FALSE,"flexible","Private room",2021,362,72,3,0,NA,NA,3,2,82
"unconfirmed","Manhattan","Upper West Side",40.79584,-73.96242,"United States","US",FALSE,"moderate","Entire home/apt",2006,400,80,30,5,"5/11/2019",0.21,5,16,200
"verified","Staten Island","St. George",40.64596,-74.08059,"United States","US",TRUE,"moderate","Entire home/apt",2010,677,135,4,96,"7/1/2019",3.42,5,6,147
"verified","Brooklyn","Crown Heights",40.67561,-73.93138,"United States","US",FALSE,"strict","Private room",2015,244,49,20,0,NA,NA,4,1,0
"unconfirmed","Brooklyn","Crown Heights",40.67018,-73.93224,"United States","US",FALSE,"flexible","Entire home/apt",2009,827,165,4,55,"6/26/2019",2.06,3,2,17
"verified","Queens","Astoria",40.75832,-73.91448,"United States","US",TRUE,"flexible","Private room",2012,842,168,15,23,"5/31/2019",0.83,5,2,31
"unconfirmed","Queens","Elmhurst",40.73889,-73.87713,"United States","US",FALSE,"moderate","Private room",2018,825,165,30,0,NA,NA,3,37,33
"verified","Manhattan","Gramercy",40.73828,-73.98954,"United States","US",FALSE,"flexible","Private room",2019,785,157,3,33,"5/6/2019",1.18,2,1,167
"unconfirmed","Brooklyn","Williamsburg",40.71493,-73.95084,"United States","US",FALSE,"flexible","Entire home/apt",2012,1073,215,5,2,"5/7/2017",0.07,2,1,0
